time_s,on_cts_norm,off_cts_norm,cts_norm,off_lsr_pwr_V,on_lsr_pwr_V,off_ref_cts_norm,on_ref_cts_norm,task,cal_no_mfc,cell_flow,seed_laser_t
3784151761.442,1.522660103652053,0.6363023199582586,79.7722005324415,0.7781,1.3140485714285715,14.660358869562806,408.75124570434326,0.0,0.994921863079,11.5007711601,24.3997497559
3784151761.542,1.3016626900409134,0.0,117.14964210368221,0.78518,1.3143399999999998,9.491794146478346,405.62699686846344,0.0,0.994921863079,11.4991045952,24.3999938965
3784151761.642,1.8570110221875515,0.0,167.13099199687963,0.7907,1.3077714285714284,13.296898964000894,415.0956910225715,0.0,0.994921863079,11.4991045952,24.3999938965
3784151761.742,1.7397567479349303,0.0,156.57810731414372,0.7853399999999999,1.3113885714285713,15.178958275031011,408.22048978040544,0.0,1.00859379768,11.495769043,24.3999938965
3784151761.842,1.74685933151774,0.0,157.2173398365966,0.7766500000000001,1.3101957142857141,15.317571575066417,408.4356785593498,0.0,1.00859379768,11.495769043,24.3999938965
3784151761.942,2.073454271018309,0.0,186.61088439164783,0.78276,1.3090071428571428,16.52381458957091,382.44649485838323,0.0,1.00859379768,11.4991045952,24.4002380371
3784151762.042,2.078301868944564,0.0,187.04716820501076,0.782245,1.3053214285714285,16.488837055547602,415.941726969605,0.0,1.00859379768,11.4991045952,24.4002380371
3784151762.142,2.2988569673681454,0.0,206.8971270631331,0.7912699999999999,1.3046399999999998,22.5739550467833,419.17720410217623,0.0,1.00859379768,11.4924334908,24.4002380371
3784151762.242,2.070621681217067,0.0,186.355951309536,0.7832699999999999,1.3101414285714288,14.58782184473234,408.80512560201805,0.0,1.00859379768,11.4924334908,24.4002380371
3784151762.342,1.6339203814638472,0.0,147.05283433174625,0.776365,1.3119842857142856,14.024467776341586,395.2369078766988,0.0,1.00117194653,11.4974356079,24.4002380371
3784151762.442,1.7461525163214158,0.0,157.15372646892743,0.77313,1.309732857142857,15.426690450075807,411.3141706615542,0.0,1.00117194653,11.4974356079,24.4002380371
3784151762.542,1.848594798974884,0.0,166.37353190773956,0.7708550000000001,1.3124885714285717,18.08684865649095,401.045019031788,0.0,1.00117194653,11.4974356079,24.3994750977
3784151762.642,1.843021860827434,0.0,165.87196747446907,0.7818849999999999,1.31903,18.40604317038292,413.9150179779571,0.0,1.00117194653,11.4974356079,24.3994750977
3784151762.742,1.7201664513012436,0.0,154.81498061711193,0.78335,1.3291842857142857,17.078514223636137,411.4112160749037,0.0,1.00117194653,11.4974356079,24.3994750977
3784151762.842,2.7966339267566873,0.0,251.69705340810185,0.78781,1.3286142857142857,19.625794722634243,388.48715270596415,0.0,1.00117194653,11.4974356079,24.3994750977
3784151762.942,1.0714180843911445,0.0,96.427627595203,0.792395,1.3295957142857142,8.798178590596251,401.4918347185461,0.0,0.95703125,11.4941000557,24.3995361328
3784151763.042,1.9182666077970647,0.0,172.64399470173583,0.80028,1.3405914285714284,15.577319659246665,391.60940155425436,0.0,0.95703125,11.4941000557,24.3995361328
3784151763.142,1.81160773901335,0.0,163.0446965112015,0.8066500000000001,1.3404071428571431,14.183764971301194,411.6270580681793,0.0,0.95703125,11.5141109467,24.3995361328
3784151763.242,2.338705171323192,0.0,210.48346541908728,0.81717,1.3409014285714282,12.223321030966584,394.51263741485496,0.0,0.95703125,11.5141109467,24.3995361328
3784151763.342,1.7063374066089345,0.5920312592504884,100.28755326226016,0.8178799999999999,1.340167142857143,13.144424362685001,396.6269980095063,0.0,0.95703125,11.5007711601,24.3995361328
