time_ms,SO2_pptv,on_cts_norm,off_cts_norm,off_lsr_pwr_V,off_lsr_pwr_V
3733314164324.0,1286.3973246499293,30.039050765995796,33.52230712349026,86554.0,101425.0
3733314164424.0,1273.0665449556836,16.542597187758478,29.623778019156713,84630.0,101270.0
3733314164524.0,1448.8359994487225,36.30052295440881,31.398406530868556,88153.0,101916.0
3733314164624.0,1554.9643531218007,17.019731542101145,30.064687569706432,88133.0,103111.0
3733314164724.0,1345.9242441168276,27.83282492039812,32.99689440993789,89822.0,103040.0
3733314164824.0,1188.1086500088436,15.635994058322257,23.138997888566443,89537.0,103721.0
3733314164924.0,1199.4060236781058,35.5020098718492,29.83551966738208,87319.0,103903.0
3733314165024.0,1135.1937275630496,34.23367909349218,32.308279730960145,87633.0,102141.0
3733314165124.0,1084.5826505135424,29.8878057752437,30.631503018685216,86992.0,101203.0
3733314165224.0,1061.6400202937946,17.412097925638733,35.41633873760428,86147.0,101648.0
3733314165324.0,1059.0194706178042,27.12170866764606,33.77400366689183,88490.0,103630.0
3733314165424.0,1064.5575114370517,24.770869457517957,33.83473183558254,88814.0,103444.0
3733314165524.0,934.029321628999,26.06970813261547,40.114669249660004,88225.0,102207.0
3733314165624.0,1013.1667177404858,29.2654375182909,24.19643634885454,88842.0,103321.0
3733314165724.0,1080.3511528199122,24.948685090892596,33.17267352235253,88181.0,102494.0
3733314165824.0,1137.4751404108033,29.202537116424676,32.85214601812665,85609.0,103494.0
3733314165924.0,999.1296073869448,21.727943278632285,23.468439837676623,87445.0,102265.0
3733314166024.0,1129.6934141766244,27.465296453543594,25.2532610701555,87383.0,102957.0
3733314166124.0,1193.9639707419153,22.840697554903326,27.00330790521839,87563.0,103691.0
3733314166224.0,1295.81361164582,31.040191299549345,34.54098863985262,86984.0,104224.0
3733314166324.0,1255.076649302252,24.02251252602439,26.77504183600287,87418.0,104575.0
3733314166424.0,1201.4071544952535,34.23055419267238,40.59629346399675,87641.0,105921.0
3733314166524.0,1266.5090209463385,16.111955070662432,33.254472726581724,86892.0,105249.0
3733314166624.0,1099.3385686388126,24.466399478050146,33.09536192142215,85832.0,105755.0
3733314166724.0,1099.5582996256073,17.00236899674688,30.62230260576656,88223.0,104499.0
3733314166824.0,1090.6641465101986,19.6809372756952,34.69747552421321,86378.0,106636.0
3733314166924.0,1066.3077997122227,18.991867012244168,40.5171114126338,89512.0,106128.0
3733314167024.0,882.2811895909956,20.495069797098807,28.374160597748986,87826.0,105730.0
3733314167124.0,867.650851279904,21.599745350370608,32.04191836850091,87964.0,106111.0
3733314167224.0,848.3933622320894,26.980421598414022,32.09787965183241,85247.0,105926.0
3733314167324.0,783.609480990928,25.88020839193888,39.78591389191494,88871.0,105565.0
3733314167424.0,861.1502482580272,27.345129718459102,43.92318115975889,87767.0,107005.0
3733314167524.0,802.5166072331102,21.447600126427957,31.4702320214379,88588.0,104861.0
3733314167624.0,856.3761472660468,30.647339924403227,30.381573575626383,88099.0,105327.0
3733314167724.0,811.8994862957874,27.62621728019891,29.35856275629552,86874.0,105591.0
3733314167824.0,731.6538493862843,29.657681909954718,33.95137408755682,87667.0,106034.0
3733314167924.0,933.1631660571264,32.84303375794684,33.977650256720025,85254.0,105952.0
3733314168024.0,899.9029049705125,23.105627375547314,36.92552405839914,86559.0,105618.0
3733314168124.0,943.3379420284733,16.805781188728922,46.6782250843066,89255.0,104974.0
3733314168224.0,881.701966249866,17.11273872270518,43.472919206524715,87654.0,105813.0
3733314168324.0,1106.879619593401,23.805745119822248,30.52037234854265,88214.0,104848.0
3733314168424.0,904.6857991967598,21.508054200296584,36.18151695770571,88339.0,105026.0
3733314168524.0,915.7092824143126,37.70911417862693,39.971448965024976,87512.0,105075.0
3733314168624.0,776.9749175662237,22.042786208176715,42.803332952859265,86196.0,105132.0
3733314168724.0,850.6145664533153,19.48759098985499,28.78719545546141,87235.0,104213.0
3733314168824.0,906.2993990713059,33.64854673086964,37.75082519431995,86185.0,103309.0
3733314168924.0,916.5754349382536,25.972852722632517,37.962189659099536,88554.0,105368.0
3733314169024.0,909.9420704869992,24.20721374969741,40.90290791138338,86751.0,105127.0
3733314169124.0,898.2261339949022,25.160109789569994,30.418540100191066,87440.0,105199.0
3733314169224.0,976.8742505604671,26.553985406853236,32.36091943082853,86616.0,105065.0
3733314169324.0,1069.657361128081,31.07913669064748,36.586395489554114,86875.0,106597.0
3733314169424.0,1281.8585813970737,28.10732312881352,47.6457399103139,85387.0,107040.0
3733314169524.0,1286.9697286529001,20.598972340157697,24.482109227871938,87383.0,106200.0
3733314169624.0,1469.1358044677982,36.490939983807145,32.782892949804705,87693.0,106763.0
3733314169724.0,1529.4550363915582,29.244370458686703,35.78322896558218,88906.0,106195.0
3733314169824.0,1494.8511827844786,19.44946571173604,30.929284408828902,87406.0,106695.0
3733314169924.0,1293.978972748261,31.57451585742352,37.398233652656714,85512.0,104283.0
3733314170024.0,1316.4230060991347,27.71490600027715,29.6443632677651,86596.0,104573.0
3733314170124.0,1445.3518785463982,28.908418131359852,35.41144268131616,86480.0,104486.0
3733314170224.0,1474.5283273449802,26.63393394784381,26.70099651933438,86356.0,104865.0
3733314170324.0,1250.2498419665822,22.83339612517268,38.70118812647548,87591.0,103356.0
3733314170424.0,1407.8893375242365,16.061676839062,36.534948562638206,87164.0,104010.0
3733314170524.0,1516.791485608535,27.602387606527966,36.99171954585551,86949.0,105429.0
3733314170624.0,1396.174535499457,25.73972458494694,42.30972642915525,85471.0,103995.0
3733314170724.0,1292.889704590269,27.79128743139026,35.480914224889865,86358.0,101463.0
3733314170824.0,1483.2798425360832,20.82272916570265,37.14456076556894,86444.0,102303.0
3733314170924.0,1670.3723485895862,30.789581717830586,33.077791181850024,87692.0,102788.0
3733314171024.0,1886.3740199547533,29.268073035099174,36.454279436830646,88834.0,101497.0
3733314171124.0,1701.4675815715848,22.530895490441267,27.49086910419039,88767.0,101852.0
3733314171224.0,1726.1143154419176,18.20208868967714,32.938395512628,87902.0,103223.0
3733314171324.0,1712.0540546907569,27.41979709350151,29.207882233818832,87528.0,102712.0
3733314171424.0,1698.602966100608,29.644494105306364,26.527283802637008,87706.0,101782.0
3733314171524.0,1583.6367887331555,20.421592430396405,31.287887676483244,88142.0,102276.0
3733314171624.0,1577.9816363504497,20.738999688915005,21.5766658166768,86793.0,101962.0
3733314171724.0,1755.7505757335457,30.109733250066913,30.995137637783078,89672.0,103242.0
3733314171824.0,1617.0281954012414,25.723328822430744,40.01522530523809,89413.0,102461.0
3733314171924.0,1475.8141169990088,26.299540329773368,29.118297938424504,87454.0,103028.0
3733314172024.0,1357.972402335794,38.23604384399694,25.311033663674774,86306.0,102722.0
3733314172124.0,1391.312256665484,22.753905138969476,30.675140674277934,87897.0,104319.0
3733314172224.0,1200.4352992796807,19.423243910241762,22.082685254526954,87524.0,104154.0
3733314172324.0,1297.0131218938193,25.91782921277411,27.17364932405547,88742.0,103041.0
3733314172424.0,1097.969715789187,28.210336267208305,41.72083907399143,88620.0,103066.0
3733314172524.0,1022.1907880779486,35.1777041441605,23.105360443622917,88124.0,103872.0
3733314172624.0,1040.1808587927703,26.54050311562428,33.82917234513488,86660.0,103461.0
3733314172724.0,896.8365537909283,29.178338001867413,19.305578346863324,85680.0,103597.0
3733314172824.0,865.0493952574453,22.402490213649013,31.09906022527382,84812.0,102897.0
3733314172924.0,855.9092182676386,25.96845397373799,32.97897105610305,88569.0,103096.0
3733314173024.0,844.9031938401213,38.94705491534743,25.184037194885704,87298.0,103240.0
3733314173124.0,821.0675554718716,37.14710252600297,21.430171733603487,88836.0,102659.0
3733314173224.0,905.8940265675607,22.782935581249642,22.283366919857386,87785.0,103216.0
3733314173324.0,833.0969452990485,40.104041341537474,34.43695577310965,87273.0,101635.0
3733314173424.0,975.3791314772305,17.38485431492084,24.42026295739152,86282.0,102374.0
3733314173524.0,1096.5124014945757,25.36315425409269,36.27024271654315,86740.0,102012.0
3733314173624.0,1232.268471028195,16.38519246749295,34.8058125706993,85443.0,103431.0
3733314173724.0,1274.2839561605751,30.481953554534474,27.84873336278257,88577.0,104134.0
3733314173824.0,1422.055536134111,33.33716519140131,28.401022436807725,86990.0,102109.0
3733314173924.0,1471.7773766903892,30.356179168915272,26.848307065082288,88944.0,100565.0
3733314174024.0,1533.3524891370055,23.870689067224408,24.72285677554613,87974.0,101121.0
3733314174124.0,1532.438913213376,27.76203310622448,29.31147348777223,86449.0,102349.0
3733314174224.0,1562.4476900209731,24.320192708574606,26.091242039755326,86348.0,103483.0
3733314174324.0,1639.6563224798228,26.79737832315405,31.86373906494409,89561.0,103566.0
3733314174424.0,1655.3082493501327,22.877798240697313,43.24345101958448,87421.0,104062.0
3733314174524.0,1648.0769744489219,33.852785520035205,36.67635051009082,88619.0,103609.0
3733314174624.0,1583.2443122623358,29.637397836469958,36.4725304257688,87727.0,104188.0
3733314174724.0,1625.8398759962436,35.92328640129787,39.556198745779064,86295.0,103650.0
3733314174824.0,1544.764928448131,24.22229142876916,19.75856910324323,86697.0,106283.0
3733314174924.0,1516.6017016632475,22.625970088467543,28.65685328646346,88394.0,104687.0
3733314175024.0,1644.155482570607,25.152343169423897,35.032570822602636,87467.0,105616.0
3733314175124.0,1563.9213618526617,27.940453305914435,38.497815248984615,89476.0,103902.0
3733314175224.0,1568.6066867529144,34.17167851284855,33.62349161280681,87792.0,107068.0
3733314175324.0,1607.5690293758882,25.944433790932983,27.954043552399853,88651.0,107319.0
3733314175424.0,1403.504221862118,22.47241511045192,27.34404465565362,88998.0,106056.0
3733314175524.0,1370.5516560763258,29.44607404555081,21.978021978021978,88297.0,104650.0
3733314175624.0,1303.1398436087782,23.417010116148372,35.77437008102412,85408.0,103426.0
3733314175724.0,1213.5288783290098,23.993144815766925,36.041504637972565,87525.0,105434.0
3733314175824.0,1205.5696867653794,22.887223207644332,36.989263629120984,87385.0,105436.0
3733314175924.0,1291.3679368549024,39.786743057213336,32.98712559612448,87969.0,106102.0
3733314176024.0,1146.9729833261931,34.27787934186472,30.59507419305492,87520.0,104592.0
3733314176124.0,1226.6501576721657,32.120774110656065,33.1113297510028,87171.0,105704.0
3733314176224.0,1270.7396520547281,21.76478000389475,29.763333493351254,87297.0,104155.0
3733314176324.0,1261.577495556842,40.96961420279959,32.89219100688801,87870.0,103368.0
3733314176424.0,1518.8399101844218,25.251655705152487,29.863399032811206,87123.0,103806.0
3733314176524.0,1553.8070051989,19.035035662699165,38.93360846416648,89309.0,102739.0
3733314176624.0,1769.1819137584723,28.17949209283452,31.9857324248093,88717.0,103171.0
3733314176724.0,1934.1150492131896,21.39687830807,38.23872435615548,88798.0,104606.0
3733314176824.0,1903.6203640115534,27.469697489956392,43.15718806943512,87369.0,104270.0
3733314176924.0,2052.092270604953,19.45280406449177,48.88709955714039,87391.0,104322.0
3733314177024.0,2122.3365968953804,27.559597629874606,33.69369542824687,87084.0,103877.0
3733314177124.0,2275.3209858184373,31.118717908822155,31.755501881272913,89978.0,103919.0
3733314177224.0,2350.409836353645,29.890070961242543,29.80711909386358,90331.0,104002.0
3733314177324.0,2211.8476563063377,23.091133004926107,31.350344853793395,90944.0,105262.0
3733314177424.0,1969.3194859317844,31.94958575709501,31.56535463197666,90768.0,104545.0
3733314177524.0,2045.4868309899107,36.479292301729345,27.011904532211695,87721.0,103658.0
3733314177624.0,1809.2807934272712,21.81701267683263,48.56680316160366,87088.0,105010.0
3733314177724.0,1780.5782880262177,17.76672292795594,28.207683773059784,90056.0,106354.0
3733314177824.0,1954.5655830655483,15.599581039823502,42.57573750638636,89746.0,105694.0
3733314177924.0,1880.7446461793727,23.307436182019977,24.56747077888331,90100.0,105831.0
3733314178024.0,1954.0896843769406,37.82947806446588,36.20978807745083,89877.0,104944.0
3733314178124.0,1811.5196624611217,26.894070977935655,30.353907591322578,89239.0,105423.0
3733314178224.0,1660.583565139092,27.807129748067403,38.48596224527104,89905.0,103934.0
3733314178324.0,1777.6799715506484,29.315924184509917,28.743341125972485,88689.0,104372.0
3733314178424.0,1987.098666781311,20.38251180487142,37.15055261447014,88311.0,107670.0
3733314178524.0,1853.7579675905072,33.052388035035534,40.113463797598925,90765.0,104703.0
3733314178624.0,2040.5208571501964,18.700841537869202,20.07801743919229,90905.0,104592.0
3733314178724.0,1894.9105707857163,29.834913478750913,31.095735997201384,90498.0,102908.0
3733314178824.0,1810.3434727244512,27.86633078449294,29.733358910416268,89714.0,104260.0
3733314178924.0,1794.860922807761,31.495708709688305,41.035624648095656,88901.0,104787.0
3733314179024.0,1666.179908714067,29.685448421533366,40.69846314851063,87585.0,103198.0
3733314179124.0,1804.5842927389344,34.523080349685394,32.781827297620424,89795.0,103716.0
3733314179224.0,1882.3061950345639,31.527626082354665,41.03004962682193,88811.0,102364.0
3733314179324.0,1865.6528690231287,20.782516434595234,31.137188506485295,91423.0,102771.0
3733314179424.0,1667.080961145114,17.860730950414148,32.67423784864897,89582.0,100997.0
3733314179524.0,1641.7520217387967,28.07474620429431,33.36964736134421,89048.0,101889.0
3733314179624.0,1508.3588011371905,19.01651080585261,17.646193814028727,89396.0,102005.0
3733314179724.0,1673.3056458287047,30.61293906891313,34.258642966211184,88198.0,102164.0
3733314179824.0,1575.653890726637,30.410542321338063,31.227738038312534,88785.0,102473.0
3733314179924.0,1572.7698416539702,15.620292992067123,32.41268219856206,89627.0,101812.0
3733314180024.0,1570.8071178826683,17.987026856879474,30.737016012064277,88953.0,104109.0
3733314180124.0,1575.3919333525382,31.94888178913738,22.23769192094984,90770.0,103428.0
3733314180224.0,1568.9847509267167,13.581420616596496,37.319859906987425,88356.0,104502.0
3733314180324.0,1498.8932183418294,32.744312087167614,35.94152217203361,88565.0,102945.0
3733314180424.0,1606.7873429397212,27.530512985225293,35.71290683757384,87176.0,103604.0
3733314180524.0,1732.0855869093605,31.015995391909257,29.475806068212723,90276.0,105171.0
3733314180624.0,1706.8935651298425,31.35498320268757,29.477487757333716,89300.0,105165.0
3733314180724.0,1674.8818739211895,22.23408039843472,26.91143255322216,89952.0,104045.0
3733314180824.0,1807.3063904679816,12.386132036167504,31.814895155459148,88809.0,103725.0
3733314180924.0,1817.0005809913396,26.541332596074096,31.79405162197836,90425.0,103793.0
3733314181024.0,1688.1459637272383,20.34289072477199,29.005965560250225,88483.0,103427.0
3733314181124.0,1596.4714504487704,22.543847783939764,27.212735560242194,88716.0,102893.0
3733314181224.0,1606.0705215478515,22.47090018426138,37.03595411440212,89004.0,102603.0
3733314181324.0,1610.0104417085593,30.792917628945343,34.968431277319084,90930.0,102950.0
3733314181424.0,1587.5933011597047,35.93204352268772,32.86294219988402,89057.0,103460.0
3733314181524.0,1500.6465619941364,24.514719975039558,35.52431975728249,89742.0,104154.0
3733314181624.0,1514.0144807275462,20.271639975674034,37.53645367135391,88794.0,103899.0
3733314181724.0,1600.9175464370328,32.704062070054356,34.82264632766176,88674.0,103381.0
3733314181824.0,1497.4473355206067,27.106086445827355,26.458655900280267,88541.0,102046.0
3733314181924.0,1408.9900888270186,25.89186207517646,31.169944381130495,88831.0,102663.0
3733314182024.0,1447.4640998170473,15.65330172857175,30.577118451811447,89438.0,101383.0
3733314182124.0,1487.2647829007212,30.222978418554668,38.96394860655179,89336.0,102659.0
3733314182224.0,1368.9584816586578,29.120559114735006,27.562581826414796,89284.0,101587.0
3733314182324.0,1349.6005359953128,37.4276964954066,38.37751667945918,88170.0,101622.0
3733314182424.0,1477.5246365299947,26.112031970209575,31.24054241391766,88082.0,102431.0
3733314182524.0,1453.4401402769224,19.05103435910079,44.71098237804108,89234.0,102883.0
3733314182624.0,1552.5271302029919,27.429198381677296,27.137042062415194,87498.0,103180.0
3733314182724.0,1251.7531942517433,24.491522593429593,33.408666601159474,89827.0,101770.0
3733314182824.0,1233.924950704464,22.358609741646262,31.126285175133987,89451.0,102807.0
3733314182924.0,1227.0906133895548,29.65924819298284,34.2345162173794,91034.0,102236.0
3733314183024.0,1427.6274723787737,27.938892055296655,35.68259846468387,89481.0,103692.0
3733314183124.0,1394.2652194434934,31.536148310000335,31.11182343568809,88787.0,106069.0
3733314183224.0,1492.9566760448859,19.207303294617436,31.836380300033763,88508.0,103655.0
3733314183324.0,1626.0675766194565,33.49485295759552,28.57659957516122,89566.0,104981.0
3733314183424.0,1523.9647654113646,20.4141810511035,36.67245705462266,88174.0,103620.0
3733314183524.0,1506.138555504808,31.803127673107713,34.723896792862305,91186.0,103675.0
3733314183624.0,1389.1208969576153,26.013979686474993,24.684091103283933,88414.0,105331.0
3733314183724.0,1625.3671762488,23.88996962561005,25.085386797367967,87903.0,103646.0
3733314183824.0,1715.706800371803,27.804810232170166,29.633311665965664,86316.0,104612.0
3733314183924.0,1657.7620347068175,24.762505065057855,26.37876132873589,88844.0,106146.0
3733314184024.0,1456.022817565387,29.75270921304084,33.467522160280744,87387.0,104579.0
3733314184124.0,1371.1430587989366,35.68560977785708,25.596056311323885,89672.0,105485.0
3733314184224.0,1446.4553896831915,24.8410735860348,29.523247176244265,88563.0,105002.0
3733314184324.0,1378.7715597313663,28.634676593354552,40.82346766198169,90799.0,102882.0
3733314184424.0,1351.8750506882777,32.68378996720351,34.77219383566275,88729.0,103531.0
3733314184524.0,1507.6312169129303,25.861584303142745,36.07820194042221,88935.0,102555.0
3733314184624.0,1612.0099929385774,30.64873148305806,33.92031633117858,88095.0,103183.0
3733314184724.0,1571.7517156241172,26.091592835021725,34.26124197002141,88151.0,105075.0
3733314184824.0,1469.37924891731,32.625326253262536,36.63639343630088,88888.0,103722.0
3733314184924.0,1505.2799522978985,37.35820861729346,27.91655836967299,88334.0,103881.0
3733314185024.0,1663.429878980135,24.68138574762161,30.04749442667442,89136.0,103170.0
3733314185124.0,1936.6795277776555,31.630912438856313,25.297981026514233,88521.0,102775.0
3733314185224.0,1988.5265473567435,30.967209166293912,38.76607580706124,87189.0,103183.0
3733314185324.0,2145.106533800334,29.96185625223273,31.17844789789058,86777.0,102635.0
3733314185424.0,2411.622187620125,29.53538566397819,29.58664592420092,88030.0,104777.0
3733314185524.0,2583.605119408618,35.74540336453609,44.01666764481484,89522.0,102234.0
3733314185624.0,2629.631483494488,21.51195045458148,35.199906133583646,88323.0,102273.0
3733314185724.0,2745.610765832777,28.300391677420812,21.262612595198515,88338.0,103468.0
3733314185824.0,3006.2243065242424,25.008809921676956,31.579551761756207,87969.0,104498.0
3733314185924.0,3175.8331989186477,31.55071777882947,20.301427867093317,88746.0,103441.0
3733314186024.0,3083.100479887031,18.41323911892651,26.18740482818153,86894.0,103103.0
3733314186124.0,3000.1946858818515,24.763898738166795,30.82970442020887,88839.0,103796.0
3733314186224.0,2924.3696859948814,28.889530878463965,34.36885418058923,89998.0,104746.0
3733314186324.0,2933.272007171847,25.49889135254989,35.343790000573144,90200.0,104686.0
3733314186424.0,2737.454589858439,19.988229153942676,36.46973012399708,90053.0,104196.0
3733314186524.0,2602.2192742696416,30.076528054717002,29.37386294724075,89771.0,105536.0
3733314186624.0,2511.6643064497334,24.92607153782531,33.04318271935953,88261.0,105922.0
3733314186724.0,2484.361058839532,17.941644800287065,38.39582253450825,89178.0,104178.0
3733314186824.0,2440.319130837041,25.89331952356292,42.92623365225935,88826.0,104831.0
3733314186924.0,2473.0605556644123,31.961557960632177,19.281011096221885,90734.0,103729.0
3733314187024.0,2467.7626580941155,26.6249542383599,32.470012988005195,90141.0,104712.0
3733314187124.0,2403.8250583018803,23.412415269354263,38.2907030173074,89696.0,104464.0
3733314187224.0,2505.5627975802845,26.077984511944848,29.23577679458943,88197.0,102614.0
3733314187324.0,2503.028019057576,31.432773156411727,39.57108801189062,89079.0,103611.0
3733314187424.0,2624.8283554204313,33.702563641674345,39.8319471183483,89014.0,105443.0
3733314187524.0,2646.129731915698,28.00932150219593,31.448704215109135,89256.0,101753.0
3733314187624.0,2932.6164270255895,29.13785567795945,33.65803437079275,89231.0,101016.0
3733314187724.0,2924.776421054738,25.301973553937206,36.1939604996723,90902.0,102227.0
3733314187824.0,2785.006411101328,23.174203800569423,35.916750795992854,90618.0,103016.0
3733314187924.0,2698.8108533390046,15.77251526554156,32.88678241524399,88762.0,103385.0
3733314188024.0,2774.07829689183,26.390673765375436,27.5032905722649,87152.0,101806.0
3733314188124.0,2859.4476246497693,28.383610168144507,30.322000078250326,88079.0,102236.0
3733314188224.0,2748.181149186598,17.916330735465376,31.902860623169214,89304.0,103439.0
3733314188324.0,2704.925668164068,28.932609276239653,25.37749016622256,89864.0,102453.0
3733314188424.0,2655.9478033536802,25.80818905059527,39.01221082198728,89119.0,102532.0
3733314188524.0,2709.4945773073214,25.2719481375673,23.312740412635506,91010.0,102948.0
3733314188624.0,2445.212452081204,21.055431193067225,28.101592100545556,90238.0,103197.0
3733314188724.0,2611.0439803568293,25.0,27.196612079180998,88000.0,102954.0
3733314188824.0,2789.8143941843427,19.53461648951451,38.56202219244377,87025.0,103729.0
3733314188924.0,2864.4985288407356,23.166278723427727,37.532118832462395,90649.0,103911.0
3733314189024.0,2873.5438940735253,39.23986770558888,35.559143505170496,89195.0,104052.0
3733314189124.0,2876.2311240747003,17.884088749790422,27.08323257725976,89465.0,103385.0
3733314189224.0,2966.08682499442,21.29949329626474,35.825288780875105,89204.0,103279.0
3733314189324.0,2922.7151113652203,39.16872768781405,33.555438377834236,89357.0,104305.0
3733314189424.0,2875.108567036014,28.385866109546736,40.424651337382215,88072.0,103897.0
3733314189524.0,2778.654476926159,21.445905525142503,31.51982883777795,88595.0,104696.0
3733314189624.0,2884.300769709714,36.39838027207789,26.133668876736195,87916.0,103315.0
3733314189724.0,2783.0760573640323,19.98179436513399,38.23653118189118,90082.0,104612.0
3733314189824.0,2690.144472746592,20.398912058023573,32.82803900743458,88240.0,103570.0
3733314189924.0,2686.9440224109494,29.955067398901647,32.249237745289655,90135.0,102328.0
3733314190024.0,2794.9487922232065,33.240870223057705,32.150581633249544,87242.0,102642.0
3733314190124.0,2851.502319237888,32.79838043859351,33.80597303249237,88419.0,103532.0
3733314190224.0,2819.5077711317454,24.401580292818963,37.2885347568395,86060.0,101908.0
3733314190324.0,2753.91467371508,28.779845252985908,21.555525072994843,90341.0,102062.0
3733314190424.0,2755.629496411372,32.68673707464974,27.351763211878477,88721.0,102370.0
3733314190524.0,2816.8571335606803,23.22366602156483,26.43378825556578,90425.0,102142.0
3733314190624.0,2972.8722561828786,25.779840164990976,35.25920412140919,89217.0,102101.0
3733314190724.0,2858.355407064903,26.14616844953221,22.699235134468296,87967.0,101325.0
3733314190824.0,2923.0154843109485,26.13190933363631,38.960532980091166,88015.0,102668.0
3733314190924.0,2804.04295167822,32.84965054768297,25.63066215829891,88281.0,101441.0
3733314191024.0,2697.6659044521916,25.434408129761724,30.23151489145911,86497.0,102542.0
3733314191124.0,2620.691800153987,23.59179454917204,27.40155014483676,89014.0,102184.0
3733314191224.0,2484.856838299331,30.151427167552594,38.103054106336835,89548.0,102354.0
3733314191324.0,2706.5142640274876,25.874094406695765,35.87043984915026,88892.0,103149.0
3733314191424.0,2647.7556733980346,25.834278718170484,33.81217818051839,89029.0,103513.0
3733314191524.0,2613.6624619841705,21.69866267715816,39.84025031337758,87563.0,102911.0
3733314191624.0,2571.8561425669436,27.62462735528724,25.937097734826796,86879.0,104098.0
3733314191724.0,2539.5428921189273,19.00035765379113,38.23872435615548,89472.0,104606.0
3733314191824.0,2475.321738657462,26.79229275045212,41.13887719566798,89578.0,104524.0
3733314191924.0,2573.415683143927,20.091303813999176,33.00842685720943,89591.0,103004.0
3733314192024.0,2695.4373218438623,18.976179313732057,34.832754400054185,89586.0,103351.0
3733314192124.0,2641.132193975806,22.379375167845314,35.84567493632676,89368.0,106010.0
3733314192224.0,2685.6014195679604,28.36621923683524,28.44572555563984,88133.0,105464.0
3733314192324.0,2499.6527250559216,26.05464678961439,36.199980432443006,88276.0,102210.0
3733314192424.0,2665.849749401698,16.862837678324507,27.225436336234136,88953.0,102845.0
3733314192524.0,2740.468052977736,13.325042195966953,36.224630842413326,90056.0,104901.0
3733314192624.0,2704.027702072171,26.583961010190517,29.573098020510376,90280.0,104825.0
3733314192724.0,2734.678143803377,27.966708430284587,25.017319682857362,89392.0,103928.0
3733314192824.0,2770.0374070324506,22.75235202439052,42.875796612812074,87903.0,102622.0
3733314192924.0,2754.201439593607,20.237225251559952,29.007087398354333,88945.0,103423.0
3733314193024.0,2733.615958490833,21.446147594645236,30.046329501618622,88594.0,103174.0
3733314193124.0,2727.841617339949,23.979769794209975,33.44613205319903,91744.0,101656.0
3733314193224.0,2838.2863412114825,18.642190567051575,33.1911321104679,91191.0,102437.0
3733314193324.0,2887.8482834593187,21.89669140992796,34.07586260612197,91338.0,102712.0
3733314193424.0,2836.753338221031,23.255041360752134,34.987122795082364,90303.0,102895.0
3733314193524.0,2573.3097681860563,30.842778934381986,37.02981874878191,90783.0,102620.0
3733314193624.0,2469.8000602901184,18.97088527078149,30.812783453535285,89611.0,103853.0
