time_s,on_cts_norm,off_cts_norm,cts_norm,off_lsr_pwr_V,on_lsr_pwr_V,off_ref_cts_norm,on_ref_cts_norm,task,cal_no_mfc,cell_flow,seed_laser_t
3784141761.242,20.503457653536266,1.6207980809750722,1699.4393615305075,0.30561,0.9472714285714285,32.539316383765524,417.03715255523156,0.0,0.970507800579,11.4924334908,24.3993835449
3784141761.342,19.494035834909518,1.5525539512498059,1614.7333695293742,0.310095,0.9528157142857143,26.64243820146326,427.99327610641933,0.0,0.970507800579,11.4924334908,24.3993835449
3784141761.442,21.39146037500095,1.6006146360202318,1781.1761165082646,0.30310499999999996,0.9552714285714287,22.610704087471998,447.65189672265814,0.0,0.970507800579,11.5057732773,24.3993835449
3784141761.542,24.428382629478772,0.0,2198.5544366530894,0.3112,0.9589085714285713,15.740628564414997,417.1960893926725,0.0,0.970507800579,11.5057732773,24.3993835449
3784141761.642,27.414533700066922,0.0,2467.308033006023,0.31339,0.9640500000000001,24.5347009620261,415.67900691577603,0.0,1.04746091366,11.495769043,24.4006958008
3784141761.742,31.80732621079802,3.0895665338153058,2584.5983709284446,0.314815,0.9741042857142858,27.895516086521482,421.719881963301,0.0,1.04746091366,11.495769043,24.4006958008
3784141761.842,37.52476269736426,0.0,3377.2286427627837,0.32099999999999995,0.9828357142857141,26.46887052731921,412.9395594809363,0.0,1.04746091366,11.5007711601,24.4006958008
3784141761.942,32.61747819543502,0.0,2935.5730375891517,0.31809,0.9865585714285715,19.699403273888887,419.0789743640757,0.0,1.04746091366,11.5007711601,24.4006958008
3784141762.042,32.387374456873694,0.0,2914.863701118633,0.31361,0.98362,20.239333204975715,435.3752504302498,0.0,1.04746091366,11.5007711601,24.3996276855
3784141762.142,35.35169429677138,6.119763777118203,2630.873746768786,0.31255,0.9779457142857143,33.152721109551315,428.5395853995507,0.0,1.04746091366,11.5007711601,24.3996276855
3784141762.242,30.825194238651342,1.5456906145665883,2635.155326167628,0.311395,0.9729671428571428,25.105504500340892,429.3045705863242,0.0,0.992382824421,11.5191154861,24.3996276855
3784141762.342,32.83196408120249,1.6825386142611973,2803.4482920247165,0.309305,0.9745600000000001,31.49112007374427,420.6222068216952,0.0,0.992382824421,11.5191154861,24.3996276855
3784141762.442,35.42666354837298,0.0,3188.399719353568,0.30917,0.9639342857142859,28.87448384157774,398.184503795639,0.0,0.992382824421,11.4991045952,24.3996276855
3784141762.542,39.19960850121549,1.7066593849199576,3374.3654204665972,0.30752999999999997,0.9582585714285713,22.195950709014898,417.9906201417294,0.0,0.992382824421,11.4991045952,24.3996276855
3784141762.642,32.34322182126757,3.262189874142205,2617.2928752412827,0.306645,0.9584785714285713,25.739752046122682,417.96563036322624,0.0,0.992382824421,11.5024401474,24.4000854492
3784141762.742,36.97627046613703,3.157562361856647,3043.6837293852345,0.30554499999999996,0.9578671428571429,25.619437121150035,420.98033500420195,0.0,0.992382824421,11.5024401474,24.4000854492
3784141762.842,34.65912278519621,0.0,3119.3210506676587,0.30139,0.9563771428571429,24.387991663279287,417.71898086823273,0.0,0.968554675579,11.5024401474,24.4000854492
3784141762.942,38.50133833662432,4.815563902532987,3031.7196990682205,0.3055,0.9538628571428571,22.665247669999005,412.1851695225349,0.0,0.968554675579,11.5024401474,24.4000854492
3784141763.042,35.14528987425559,6.34017584241813,2592.460262865371,0.30803,0.9559171428571428,31.700879212090648,398.6511935704621,0.0,0.968554675579,11.4991045952,24.4000549316
3784141763.142,36.50013907206009,8.22619774899361,2544.654719075983,0.30205000000000004,0.9506042857142857,36.18154569811743,417.42979913755715,0.0,0.968554675579,11.4991045952,24.4000549316
3784141763.242,34.11288619750171,3.1474254060178772,2786.8914712335445,0.306,0.9507771428571428,30.401939015978176,426.28157967577283,0.0,0.968554675579,11.4974356079,24.4000549316
3784141763.342,36.568141133114814,1.6296730875786316,3144.4621240982565,0.299975,0.9486499999999999,23.043412901073893,417.92940972196305,0.0,0.968554675579,11.4974356079,24.4000549316
3784141763.442,31.43399587898375,0.0,2829.0596291085376,0.293975,0.94022,15.007003268191822,418.3470715594661,0.0,1.04140627384,11.5024401474,24.4000549316
3784141763.542,33.927765954364496,1.6611847569686702,2903.992307765624,0.29335999999999995,0.9390128571428572,25.18392834950442,428.26715391271745,0.0,1.04140627384,11.5024401474,24.4000549316
3784141763.642,31.73489145361598,0.0,2856.1402308254383,0.29647,0.9314128571428572,25.02322134175868,420.30964973147087,0.0,1.04140627384,11.4991045952,24.3997192383
3784141763.742,32.26390389272242,1.6764459346186085,2752.8712162293423,0.29164,0.9339399999999999,33.606674069896144,425.3178549078375,0.0,1.04140627384,11.4991045952,24.3997192383
