time_s,on_cts_norm,off_cts_norm,cts_norm,off_lsr_pwr_V,on_lsr_pwr_V,off_ref_cts_norm,on_ref_cts_norm,task,cal_no_mfc,cell_flow,seed_laser_t
3784131761.142,48.75505418136896,1.9538118869915202,4212.11180649397,0.26509000000000005,0.7821028571428571,18.230211105844603,411.5561628346034,0.0,1.05234372616,11.4991045952,24.4003601074
3784131761.242,51.30328629054936,0.0,4617.295766149442,0.26236499999999996,0.7876371428571429,14.870996467316392,415.41057249355885,0.0,1.05234372616,11.5024401474,24.4003601074
3784131761.342,54.58347521178296,1.8916464891041163,4742.264585041095,0.26544,0.7851528571428571,17.008922212952978,416.53045803086513,0.0,1.05234372616,11.5024401474,24.4003601074
3784131761.442,53.7892076836657,5.305039787798409,4363.575110628057,0.27234,0.7861771428571428,21.50127987907758,413.8347070880438,0.0,0.978125035763,11.5007711601,24.4003601074
3784131761.542,57.820111625153736,3.679446611229671,4872.6598512531655,0.2691,0.7895914285714285,22.113692342545413,398.1141244300538,0.0,0.978125035763,11.5007711601,24.4003601074
3784131761.642,62.770559503116544,1.838708491155812,5483.866591076466,0.267475,0.7898114285714286,24.027785646649754,395.88912907264427,0.0,0.978125035763,11.5041067123,24.3996887207
3784131761.742,59.83282718999202,3.610629693818602,5059.997774655607,0.27098999999999995,0.7922885714285715,14.52385399251121,436.2011730340122,0.0,0.978125035763,11.5041067123,24.3996887207
3784131761.842,54.7552361310242,5.389754643534487,4442.8933338740735,0.27848,0.792747142857143,17.92785223216151,407.0453428748951,0.0,0.978125035763,11.495769043,24.3996887207
3784131761.942,61.90129119017554,1.7043324129938302,5417.726289946354,0.27674,0.7937314285714285,14.070521793329558,411.47033224732905,0.0,0.978125035763,11.495769043,24.3996887207
3784131762.042,55.5481835072598,3.616244168806278,4673.874540460817,0.269305,0.7906699999999999,20.188419898668336,413.5313158025261,0.0,1.02656257153,11.5074422646,24.400177002
3784131762.142,56.7304974648964,3.5696437495537947,4784.476834380835,0.26853,0.7907385714285714,16.386015306218916,404.12558926262864,0.0,1.02656257153,11.5074422646,24.400177002
3784131762.242,50.10553045356043,3.6045128500883106,4185.09158431249,0.265205,0.7843971428571429,25.754143151570773,412.79848365357117,0.0,1.02656257153,11.5057732773,24.400177002
3784131762.342,49.08597827234928,0.0,4417.738044511435,0.26142,0.7800742857142857,20.89189394514928,418.6546268212742,0.0,1.02656257153,11.5057732773,24.400177002
3784131762.442,52.77716326635878,1.8003744778914013,4587.910990962064,0.265295,0.7814514285714286,24.112572657964915,415.9883405023957,0.0,1.02656257153,11.4924334908,24.400177002
3784131762.542,53.817318458078766,5.620124104688216,4337.747491805149,0.26732500000000003,0.7779928571428573,24.218156173495306,397.861773296802,0.0,1.02656257153,11.4924334908,24.400177002
3784131762.642,58.22609700307958,5.65277110234408,4731.599331066194,0.26338,0.7798585714285714,16.683968559988134,411.3147308728003,0.0,1.04570317268,11.5007711601,24.3999328613
3784131762.742,57.41146305497471,5.728310912040995,4651.483692864034,0.26049500000000003,0.7816285714285715,20.89877916819197,429.47513621879136,0.0,1.04570317268,11.5007711601,24.3999328613
3784131762.842,45.45188726750537,0.0,4090.6698540754833,0.269915,0.7855514285714286,20.397337179866394,406.48230142915025,0.0,1.04570317268,11.5041067123,24.3999328613
3784131762.942,45.45458217975531,0.0,4090.9123961779783,0.27466,0.7922871428571429,28.079472333673426,406.63873683393297,0.0,1.04570317268,11.5041067123,24.3999328613
3784131763.042,45.80932502915995,1.8206976913553274,3958.9764604024163,0.2721,0.7862385714285713,25.625924906727846,418.29622180586074,0.0,1.04570317268,11.5057732773,24.4000244141
3784131763.142,42.288217207787575,0.0,3805.9395487008815,0.26753000000000005,0.7874714285714285,27.469227099442424,400.95701629557385,0.0,1.04570317268,11.5057732773,24.4000244141
3784131763.242,43.293910847011524,3.5801231562365743,3574.2408921697456,0.26761999999999997,0.7888014285714287,39.872376611318415,412.62968488994403,0.0,0.959179699421,11.5074422646,24.4000244141
3784131763.342,41.369118989240526,3.8135970234961363,3379.996976916995,0.262345,0.7803814285714286,33.73880252207434,400.55831038083517,0.0,0.959179699421,11.5074422646,24.4000244141
3784131763.442,36.54520983315446,0.0,3289.068884983901,0.255895,0.77455,26.549626571964374,407.77078186853413,0.0,0.959179699421,11.5007711601,24.4000244141
3784131763.542,37.98371501123669,5.812744796487759,2895.387319327404,0.257745,0.7712585714285715,27.130833925225247,414.89319164234627,0.0,0.959179699421,11.5007711601,24.4000244141
3784131763.642,36.44053192578489,1.8487022110478446,3113.264674326334,0.25989,0.7719757142857143,22.184426532574136,408.65022490220326,0.0,0.959179699421,11.4991045952,24.4000549316
3784131763.742,35.13038732680313,0.0,3161.734859412282,0.253625,0.7739071428571428,23.466005988140886,444.53241334838987,0.0,0.959179699421,11.4991045952,24.4000549316
3784131763.842,34.25768723339504,1.953506544246923,2907.3762620233306,0.25429,0.77083,15.628052353975384,412.01871731285604,0.0,1.00136721134,11.5074422646,24.4000549316
3784131763.942,39.145936385857986,3.7316217628181207,3187.2883160735873,0.26019000000000003,0.7661357142857144,28.102334907080255,426.9092866922257,0.0,1.00136721134,11.5074422646,24.4000549316
3784131764.042,30.992108603998165,3.7755795514611497,2449.4876147283317,0.26692499999999997,0.7699357142857143,20.70771830166142,390.3520972114826,0.0,1.00136721134,11.5074422646,24.3997802734
3784131764.142,37.16713205977031,3.6049026676279743,3020.6006452928104,0.26383999999999996,0.7729057142857144,41.8470030220803,435.3182317013673,0.0,1.00136721134,11.5074422646,24.3997802734
3784131764.242,31.70639599166834,1.8639328984156571,2685.821678392741,0.257495,0.7709528571428572,15.073954865386863,394.3489559760452,0.0,1.00136721134,11.5057732773,24.3997802734
3784131764.342,28.896990015759688,0.0,2600.729101418372,0.260185,0.7764385714285715,11.294263090756052,409.93328092018135,0.0,1.00136721134,11.5057732773,24.3997802734
3784131764.442,30.384070733822025,0.0,2734.5663660439823,0.258805,0.7793371428571428,18.739046470639902,405.271936812189,0.0,1.04648435116,11.495769043,24.3997802734
3784131764.542,32.1579674646458,3.725782414307004,2558.8966545304916,0.26667,0.7816942857142857,28.065010810872227,418.1546803410656,0.0,1.04648435116,11.495769043,24.3997802734
3784131764.642,32.82231674921098,3.7982405369076133,2612.166859107303,0.263905,0.7796842857142857,18.25171840501963,410.1438456997436,0.0,1.04648435116,11.4974356079,24.400390625
3784131764.742,31.382384242940482,2.0159664543182,2642.9776009760053,0.25527,0.7827242857142858,26.775984738639398,414.40277888599985,0.0,1.04648435116,11.4974356079,24.400390625
3784131764.842,35.6308232396093,0.0,3206.774091564837,0.260145,0.7848628571428572,19.11608316822991,426.82078733081704,0.0,1.04648435116,11.5024401474,24.400390625
3784131764.942,38.42219616177976,0.0,3457.9976545601785,0.26492,0.7835957142857143,20.58335805450177,422.2929490841951,0.0,1.04648435116,11.5024401474,24.400390625
3784131765.042,35.119456153691466,1.8814675446848543,2991.418974810595,0.26813,0.7851414285714285,20.596821870177074,420.74035421142247,0.0,0.954296886921,11.4974356079,24.3996887207
3784131765.142,32.69273927885266,0.0,2942.34653509674,0.266115,0.7773242857142856,16.54194586518406,407.7013147217254,0.0,0.954296886921,11.4974356079,24.3996887207
3784131765.242,32.30894307281987,0.0,2907.8048765537887,0.264725,0.7798614285714286,13.058225229227968,413.607129526248,0.0,0.954296886921,11.4890979385,24.3996887207
3784131765.342,38.86580462109472,1.8286215850491898,3333.346473244097,0.26555,0.7797471428571429,16.79312897472639,421.78740240023524,0.0,0.954296886921,11.4890979385,24.3996887207
3784131765.442,32.77011016231929,2.0247833481817445,2767.079413272379,0.25686,0.7714071428571428,24.966964564478985,426.48303921265926,0.0,0.954296886921,11.5057732773,24.3996887207
3784131765.542,33.87121706637106,1.9497738262361566,2872.929891612141,0.260645,0.767457142857143,26.61579306639962,408.80090568682954,0.0,0.954296886921,11.5057732773,24.3996887207
3784131765.642,40.228960887103646,1.7478239591708324,3463.3023235139535,0.267815,0.7743871428571428,19.993170291734987,403.9720574811243,0.0,1.0302734375,11.5024401474,24.400177002
3784131765.742,39.13832714248995,0.0,3522.4494428240955,0.25972,0.7774014285714285,13.122895696231238,409.89427877077213,0.0,1.0302734375,11.5024401474,24.400177002
3784131765.842,34.593871525539626,0.0,3113.448437298566,0.252965,0.7764271428571428,13.596574911890164,415.4778576229751,0.0,1.0302734375,11.495769043,24.400177002
3784131765.942,35.854888643869394,1.898686109212425,3056.0582281191273,0.25508000000000003,0.7762442857142858,15.1894888736994,428.98874029239033,0.0,1.0302734375,11.495769043,24.400177002
3784131766.042,35.65976010550384,0.0,3209.3784094953457,0.261985,0.77706,19.01869670566617,394.2240543060143,0.0,1.0302734375,11.5007711601,24.3999938965
3784131766.142,43.2032317688523,1.9816106531388713,3709.9459004142086,0.26199,0.7738228571428571,20.669119671998516,417.14485424091066,0.0,1.0302734375,11.5007711601,24.3999938965
3784131766.242,43.02532139449305,1.9189438133251457,3699.5739823051117,0.26126000000000005,0.7731914285714288,19.179182669292626,421.058093563409,0.0,1.00605475903,11.4924334908,24.3999938965
3784131766.342,43.258209784251086,0.0,3893.238880582598,0.26595500000000005,0.779357142857143,22.435203987071766,413.80981629459745,0.0,1.00605475903,11.4924334908,24.3999938965
3784131766.442,38.128969160901796,0.0,3431.607224481162,0.26383,0.7828171428571429,25.955215763942796,423.0914735309245,0.0,1.00605475903,11.4991045952,24.3999938965
3784131766.542,37.268685590273265,0.0,3354.1817031245937,0.268085,0.7808157142857143,20.46689047082212,413.8294534769346,0.0,1.00605475903,11.4991045952,24.3999938965
3784131766.642,39.41400980795586,1.7686593562079942,3388.0815406573074,0.26935,0.7794714285714287,15.91793420587195,417.5067867935033,0.0,1.00605475903,11.5007711601,24.4004211426
3784131766.742,42.89165672381454,3.6025650262987248,3536.018252776423,0.270675,0.7866957142857143,29.103445237950847,409.2422248619915,0.0,1.00605475903,11.5007711601,24.4004211426
3784131766.842,33.35998368586686,0.0,3002.398531728017,0.269805,0.78858,15.698039489290448,422.9315291290758,0.0,0.947070300579,11.5007711601,24.4004211426
3784131766.942,39.368266227875395,5.62805374927557,3036.6191230739837,0.268405,0.7880171428571429,22.06520902560241,403.79448181135183,0.0,0.947070300579,11.5007711601,24.4004211426
3784131767.042,39.350811087982414,1.8028412778538978,3379.317282911566,0.267165,0.7878685714285715,14.708249659418808,424.71301822745266,0.0,0.947070300579,11.4874313736,24.4001464844
